timeStamp;elapsed;label;responseCode;responseMessage;threadName;dataType;success;failureMessage;bytes;sentBytes;grpThreads;allThreads;URL;Latency;IdleTime;Connect
1556011355906;8715;Request_Route_19;200;OK;OTP Thread Group 1-7;text;true;;887;366;15;15;http://localhost:8080/otp/routers/default/plan?fromPlace=52.698025582148965%2C13.075103759765625&toPlace=52.4350833510599%2C14.357757568359373&time=10%3A54am&date=04-10-2019&mode=CAR_PARK%2CWALK%2CTRANSIT&maxWalkDistance=804.672&arriveBy=false&wheelchair=false&locale=en;8715;0;4
1556011355962;8662;Request_Route_19;200;OK;OTP Thread Group 1-13;text;true;;886;366;15;15;http://localhost:8080/otp/routers/default/plan?fromPlace=52.698025582148965%2C13.075103759765625&toPlace=52.4350833510599%2C14.357757568359373&time=10%3A54am&date=04-10-2019&mode=CAR_PARK%2CWALK%2CTRANSIT&maxWalkDistance=804.672&arriveBy=false&wheelchair=false&locale=en;8662;0;6
1556011357223;7403;Request_Route_19;200;OK;OTP Thread Group 1-4;text;true;;886;366;15;15;http://localhost:8080/otp/routers/default/plan?fromPlace=52.698025582148965%2C13.075103759765625&toPlace=52.4350833510599%2C14.357757568359373&time=10%3A54am&date=04-10-2019&mode=CAR_PARK%2CWALK%2CTRANSIT&maxWalkDistance=804.672&arriveBy=false&wheelchair=false&locale=en;7403;0;4
1556011356658;8000;Request_Route_19;200;OK;OTP Thread Group 1-12;text;true;;886;366;15;15;http://localhost:8080/otp/routers/default/plan?fromPlace=52.698025582148965%2C13.075103759765625&toPlace=52.4350833510599%2C14.357757568359373&time=10%3A54am&date=04-10-2019&mode=CAR_PARK%2CWALK%2CTRANSIT&maxWalkDistance=804.672&arriveBy=false&wheelchair=false&locale=en;8000;0;4
1556011357456;7204;Request_Route_16;200;OK;OTP Thread Group 1-11;text;true;;14386;366;15;15;http://localhost:8080/otp/routers/default/plan?fromPlace=52.59303784115741%2C13.338775634765625&toPlace=52.55047112887276%2C13.352508544921875&time=10%3A18am&date=04-10-2019&mode=CAR_PARK%2CWALK%2CTRANSIT&maxWalkDistance=804.672&arriveBy=false&wheelchair=false&locale=en;7203;0;4
1556011358829;6199;Request_Route_20;200;OK;OTP Thread Group 1-1;text;true;;13695;366;15;15;http://localhost:8080/otp/routers/default/plan?fromPlace=52.54546056358299%2C13.234405517578125&toPlace=52.52207036136366%2C13.555755615234375&time=10%3A54am&date=04-10-2019&mode=CAR_PARK%2CWALK%2CTRANSIT&maxWalkDistance=804.672&arriveBy=false&wheelchair=false&locale=en;6199;0;4
1556011357845;7353;Request_Route_19;200;OK;OTP Thread Group 1-14;text;true;;886;366;15;15;http://localhost:8080/otp/routers/default/plan?fromPlace=52.698025582148965%2C13.075103759765625&toPlace=52.4350833510599%2C14.357757568359373&time=10%3A54am&date=04-10-2019&mode=CAR_PARK%2CWALK%2CTRANSIT&maxWalkDistance=804.672&arriveBy=false&wheelchair=false&locale=en;7352;0;4
1556011359499;5703;Request_Route_20;200;OK;OTP Thread Group 1-5;text;true;;13695;366;15;15;http://localhost:8080/otp/routers/default/plan?fromPlace=52.54546056358299%2C13.234405517578125&toPlace=52.52207036136366%2C13.555755615234375&time=10%3A54am&date=04-10-2019&mode=CAR_PARK%2CWALK%2CTRANSIT&maxWalkDistance=804.672&arriveBy=false&wheelchair=false&locale=en;5701;0;4
1556011360131;5406;Request_Route_20;200;OK;OTP Thread Group 1-6;text;true;;13695;366;15;15;http://localhost:8080/otp/routers/default/plan?fromPlace=52.54546056358299%2C13.234405517578125&toPlace=52.52207036136366%2C13.555755615234375&time=10%3A54am&date=04-10-2019&mode=CAR_PARK%2CWALK%2CTRANSIT&maxWalkDistance=804.672&arriveBy=false&wheelchair=false&locale=en;5406;0;4
1556011360289;5562;Request_Route_15;200;OK;OTP Thread Group 1-15;text;true;;34560;367;15;15;http://localhost:8080/otp/routers/default/plan?fromPlace=52.67721472156448%2C13.596954345703125&toPlace=52.515803012883595%2C13.401260375976562&time=10%3A18am&date=04-10-2019&mode=CAR_PARK%2CWALK%2CTRANSIT&maxWalkDistance=804.672&arriveBy=false&wheelchair=false&locale=en;5561;0;4
1556011361938;4059;Request_Route_18;200;OK;OTP Thread Group 1-8;text;true;;52973;366;15;15;http://localhost:8080/otp/routers/default/plan?fromPlace=52.92711883428343%2C12.812805175781248&toPlace=52.50368360390624%2C13.554382324218748&time=10%3A54am&date=04-10-2019&mode=CAR_PARK%2CWALK%2CTRANSIT&maxWalkDistance=804.672&arriveBy=false&wheelchair=false&locale=en;3965;0;3
1556011360135;5871;Request_Route_20;200;OK;OTP Thread Group 1-9;text;true;;13694;366;15;15;http://localhost:8080/otp/routers/default/plan?fromPlace=52.54546056358299%2C13.234405517578125&toPlace=52.52207036136366%2C13.555755615234375&time=10%3A54am&date=04-10-2019&mode=CAR_PARK%2CWALK%2CTRANSIT&maxWalkDistance=804.672&arriveBy=false&wheelchair=false&locale=en;5870;0;4
1556011364660;2021;Request_Route_17;200;OK;OTP Thread Group 1-11;text;true;;36923;365;15;15;http://localhost:8080/otp/routers/default/plan?fromPlace=52.84840052378115%2C13.79058837890625&toPlace=52.50368360390624%2C13.554382324218748&time=10%3A54am&date=04-10-2019&mode=CAR_PARK%2CWALK%2CTRANSIT&maxWalkDistance=804.672&arriveBy=false&wheelchair=false&locale=en;2019;0;4
